business_name,address,inspection_date,years_alive
LA FAMA BAKERY,4111 W NORTH AVE ,06/22/2011,0
CRAZY  MARGARITA'S,4114 N KEDZIE AVE ,11/04/2014,0
DOLCE,4114 N KEDZIE AVE ,09/25/2012,0
TAQUERIA,4114 W NORTH AVE ,01/10/2013,0
ASI ES GUERRERO,4114 W NORTH AVE ,01/10/2013,0
ASI ES GUERRERO RESTAURANT,4114 W NORTH AVE ,01/03/2013,0
EL POZOLITO RESTAURANT,4114 W NORTH AVE ,01/03/2012,0
"EL VITOR NACATACOS #2, INC.",4114 W NORTH AVE ,08/24/2010,1
SUPER NICK FOOD,4115 W ROOSEVELT RD ,03/29/2016,1
7 - ELEVEN,4116 N CLARK ST ,04/18/2013,0
Sweet Apple Chinesefood Inc.,4116 W NORTH AVE ,01/21/2016,1
BEIJING BUFFET,4117 S KEDZIE AVE ,11/02/2010,1
LA IGUANA RESTAURANT,4117 W 47TH ST ,09/04/2012,1
RESTAURANT EL ASADOR INC,4117 W 47TH ST ,09/22/2010,2
LA IGUANA RESTAURANT,4117 W 47TH ST ,09/22/2010,0
LUCKY FOODS & DOLLAR +,4117-4125 S KEDZIE AVE ,11/30/2011,0
BEIJING BUFFET,4117-4125 S KEDZIE AVE ,11/04/2010,1
FAMILY FRUIT MARKET INC,4118 N CICERO AVE ,11/26/2014,2
MINI SCHOLARS LEARNING,412 S Keeler  (4200W) ,01/10/2014,0
GENEVIEVE MELODY ELEMENTARY,412 S Keeler  (4200W) ,01/17/2013,1
DOLLAR Y MAS,4120 W 63RD ST ,05/22/2013,0
LA VENCEDORA,4120 W 63RD ST ,09/29/2011,2
TASTE BUD,4123 W MADISON ST ,09/02/2010,2
LA CENTRAL BAKERY,4124 W 47TH ST ,03/25/2010,3
EL TACONAZO RESTAURANT,4124 W NORTH AVE ,07/28/2015,1
"SONYA FOOD MARKET, INC",4125 N KIMBALL AVE ,04/09/2012,4
2012 FOOD MART INC,4125 N KIMBALL AVE ,06/10/2011,1
KIMBALL MINI MART,4125 N KIMBALL AVE ,06/01/2011,0
PUJAN ENTERPRISES CORPORATION,4125 N KIMBALL AVE ,06/01/2011,0
CHEF'S CORNER,4125 N KIMBALL AVE ,06/01/2011,0
SUNRISE DISCOUNT MARKET PLACE INC.,4125 N KIMBALL AVE ,09/16/2010,1
EL SALVADOR RESTAURANT,4125 S ARCHER AVE ,04/09/2015,0
LA CEBOLLITA GRILL,4125 S ARCHER AVE ,06/27/2014,1
JS MARTINEZ CORPORATION,4125 W 26TH ST ,06/09/2016,0
BIRRIERIA LA BARCA,4125 W 26TH ST ,04/10/2014,1
CRAZYMIX,4127 S ARCHER AVE ,08/28/2015,1
NEW POP-IN,413 S KEDZIE AVE ,03/14/2014,1
"SODEXO AMERICA, LLC",4131 W Cortland ST ,03/09/2012,1
Tierra Santa Inc,4131 W MONTROSE AVE ,01/14/2013,1
SUPERMERCADO TIERRA SANTA,4131 W MONTROSE AVE ,09/23/2010,3
"JIMMY FOOD, INC.",4132 W 16TH ST ,10/27/2014,0
RIO MARKET,4132 W 16TH ST ,10/27/2014,0
KEDVALE FOOD INC.,4132 W 16TH ST ,10/27/2014,0
SAMMY G FOOD,4132 W 16TH ST ,10/27/2014,0
EXPRESS MINI MART,4132 W 16TH ST ,05/10/2011,3
HART WINE AND LIQUOR,4132 W PETERSON AVE ,08/11/2011,2
THE BLUE COFFEE HOUSE,4134 W 16TH ST ,11/19/2010,4
RAINBOW,4136 N WESTERN AVE ,12/26/2014,3
SAVORY FOOD & LIQUOR,4138 N MILWAUKEE AVE ,08/16/2010,5
MARGARITAS MOM'S PIZZA,4138 W ARMITAGE AVE ,06/20/2016,2
Magarita's Pizza,4138 W ARMITAGE AVE ,06/05/2012,4
MOM'S PIZZA INC.,4138 W ARMITAGE AVE ,06/05/2012,0
FIRE N ICE,414 E 75 TH ST BLDG ,04/12/2012,3
TONY'S QUICK FOOD MART,414 E 75TH ST ,11/26/2013,2
UNIQUE SHRIMP AND WINGS,414 E 75TH ST ,04/12/2012,0
MINI MART,414 N CLARK ST ,11/27/2013,0
HOLIDAY GIFTS & SNACKS,414 N CLARK ST ,02/09/2012,1
STARBUCKS COFFEE #2510,414 N ORLEANS ST ,02/04/2016,0
BREWSTONE BEER COMPANY REST,414 N ORLEANS ST ,04/25/2013,1
SAN JUDITAS BAKERY,4140 W 63RD ST ,11/22/2016,1
SAN JUDITAS BAKERY,4140 W 63RD ST ,05/22/2013,3
"WENDY'S OLD FASHIONED HAMBURGERS OF NEW YORK, INC",4140 W BELMONT AVE ,12/26/2013,2
ERNIE'S RESTAURANT,4140 W MADISON ST ,10/15/2010,1
THAI AROMA INC,4142 N BROADWAY ,10/23/2017,0
SIAM NOODLE AND RICE,4142 N BROADWAY ,06/07/2016,1
"GABBY'S SMOKIN GRILLZ, INC.",4144 W MADISON ST ,11/20/2012,3
UNCLE REMUS,4144 W MADISON ST ,09/12/2011,1
TAQUERIA EL PIKANTE,4147 S KEDZIE AVE ,01/17/2014,3
MANHATTAN'S ON DEARBORN,415 S DEARBORN ST ,11/24/2010,4
"KEELER FOOD & CELLULAR,INC.",4150 W Roosevelt RD ,06/07/2013,1
TAQUERIA LOS BARRILITOS,4151 W 47TH ST ,06/04/2013,0
TAQUERIA OCHOA,4151 W 47TH ST ,05/14/2012,0
TAQUERIA PONCILTAN #1,4154-4158 W ARMITAGE AVE ,10/25/2011,0
7-ELEVEN #33583,4155 N BROADWAY ,09/11/2014,0
7-ELEVEN #33583,4155 N BROADWAY ,02/20/2013,1
"DON GOLLO SUPERMERCADO, INC",4156 W 63RD ST ,10/08/2013,1
CERMAK GROCERY,4156 W CERMAK RD ,12/19/2013,1
Subway,4157 W Peterson AVE ,07/02/2010,2
O' FAME,4159 N WESTERN AVE ,10/22/2010,0
TONY'S FAST FOOD,416 E 75th ST ,02/18/2014,1
Food Mart At 75th Street,416 E 75th ST ,04/03/2012,2
SAM'S GRILL,416 N CLARK ST ,12/03/2014,2
"ECUAPOL, INC.",416 N CLARK ST ,07/13/2012,2
SAM'S GRILL,416 N CLARK ST ,07/05/2012,0
ROBUST COFFEE LOUNGE LLC,416 W ONTARIO ST ,04/01/2014,2
SMOKIN' WOODY'S,4160 N LINCOLN AVE ,04/21/2015,0
16TH EXPRESS MART,4160 W 16TH ST ,07/20/2012,1
KEELER FOOD MART INC,4160 W 16TH ST ,08/06/2010,2
BURGER KING #1250,418 E 79TH ST ,06/11/2014,1
TREBLAX CORPORATION,418 E 79TH ST ,04/03/2012,0
BOJONO'S PIZZERIA/HEALTHY KIDS KITCHEN,4185 N CLARENDON AVE ,08/15/2013,2
BOJONO'S,4185 N CLARENDON AVE ,02/09/2010,3
TROPIC ISLAND JERK CHICKEN,419 E 79TH ST ,06/03/2013,0
HONEY BEAR NURSERY & KINDERGAR,419 W 95TH ST ,01/23/2012,0
KINMONT,419 W SUPERIOR ST ,02/13/2013,4
FOREVER YOGURT,42 E CHICAGO AVE ,01/27/2015,1
1492 TAPAS,42 E SUPERIOR ST ,02/11/2010,1
CRUMBS BAKE SHOP,42 S CLARK ST ,11/15/2013,0
DUFFY'S TAVERN & GRILLE,420 1/2 W DIVERSEY PKWY ,01/29/2013,1
ARMY & LOU'S,420 E 75TH ST ,01/26/2011,2
BOSS BAR,420 N CLARK ST ,04/25/2014,0
SUPER GIANT FOOD,420 S PULASKI RD ,04/04/2012,0
CHINESE KITCHEN AND SUSHI,420 W 31ST ST ,03/17/2014,0
CHINESE KITCHEN,420 W 31ST ST ,08/09/2010,2
BRIDGET MCNEILLS,420 W BELMONT AVE ,09/14/2012,1
QUEST FOOD MANAGEMENT SERVICE,4200 W 115TH ST ,03/18/2016,0
KFC,4200 W 55TH ST ,01/24/2017,1
KFC,4200 W 55TH ST ,12/14/2017,0
"UNION FOOD MARKET, INC",4200 W DIVISION ST ,09/08/2010,5
LA MONTANA,4201 W 59TH ST ,08/27/2013,2
"THREE FOOD MART, INC.",4201 W CERMAK RD ,11/02/2017,0
DIVISION FOOD MARKET,4201 W DIVISION ST ,09/08/2014,2
Sala Cafe',4202 W IRVING PARK RD ,06/07/2011,0
CHEWY'S WINGS & THINGS INC.,4203 W CERMAK RD ,07/18/2016,1
LION'S DEN EATERY,4203 W CERMAK RD ,09/29/2014,2
RIB LADY 2,4203 W CERMAK RD ,09/29/2014,0
Catherine's Place,4203 W CERMAK RD ,05/29/2014,0
LA MANZANA ICE CREAM & CANDY SHOP,4207 W 26TH ST ,01/27/2016,0
LUCY'S PALETERIA Y NEVERIA FRUITLANDIA,4207 W 26TH ST ,09/04/2014,1
GOLDEN HEART RESTAURANT,4210 S ARCHER AVE ,08/05/2015,1
LUIGI CAFE INC,4212 W MADISON ST ,09/11/2012,0
Westside Youth Tech ENTREPRENEUR,4213 W MADISON ST ,02/08/2010,4
NUTRITION 4 ALL,4215 W 59TH ST ,09/13/2013,2
BABES ICE CREAM,4215 W 59TH ST ,09/13/2013,0
ALI BABA GIFTS & GROCERY INC.,4215 W LAWRENCE AVE ,09/01/2015,2
ROJO GUSANO,4217-4219 N RAVENSWOOD AVE ,11/27/2017,0
ARTANGO CENTER,4217-4219 N RAVENSWOOD AVE ,07/10/2014,2
EXPRESS FOOD & GAS,4219 N MILWAUKEE AVE ,03/09/2011,0
BERRISTA COFFEE,4219 W IRVING PARK AVE ,11/13/2014,2
"PALETERIA Y NEVERIA LA FLOR DE MICHOACAN, CORP.",4222 W 26TH ST ,01/29/2016,1
PALETERIA MICHOACANA LA #1,4222 W 26TH ST ,10/09/2014,2
NUESTRO MEXICO LINDO RESTAURANT INC.,4224 W 31ST ST ,11/13/2017,0
MEXICO LINDO,4224 W 31ST ST ,12/14/2016,0
RESTAURANT Y ROSTICERIA LA CHILAPENA,4224 W 31ST ST ,10/02/2014,0
RESTAURANT Y ROSTICERIA LA CHILAPENA INC.,4224 W 31ST ST ,05/01/2014,0
MICHOACAN RESTAURANT,4224 W 31ST ST ,05/14/2013,1
MICHOACAN RESTAURANT,4224 W 31ST ST ,04/08/2013,0
JALISCO RESTAURANT,4224 W 31ST ST ,06/09/2011,2
MEXICAN RESTAURANT,4225 W 47TH ST ,06/03/2016,1
THE BIG CHEESE ON LINCOLN,4229 N LINCOLN AVE ,10/03/2012,4
CHOI'S ROLL SUSHI,4229 N LINCOLN AVE ,11/10/2010,2
LATTE ON LINCOLN,4229 N LINCOLN AVE ,11/08/2010,0
NARYS GRILL & PIZZA,4230 S ARCHER AVE ,09/16/2015,2
VENENO DO NAYARIT,4231 S ARCHER AVE ,01/28/2015,1
EL PUERTO DE SAN BLAS,4231 S ARCHER AVE ,03/10/2014,1
ARCHER RESTAURANT,4231 S ARCHER AVE ,03/06/2014,0
"SOL MAR Y TIERRA,INC.",4231 S ARCHER AVE ,09/14/2010,3
CHINA POBLANA,4231 S ARCHER AVE ,09/14/2010,0
CHINA POBLANA,4231 S ARCHER AVE ,09/13/2010,0
CHINA POBLANA,4231 S ARCHER AVE ,09/13/2010,0
NUESTRA FAMILIA,4231 S ARCHER AVE ,09/13/2010,0
"SANDRA'S FOOD INC,",4231 S ARCHER AVE ,09/08/2010,0
GROCERY STORE MARTINEZ MINIMART,4234 W FULLERTON AVE ,01/02/2013,0
LOS ANAFRES RESTAURANT,4234 W NORTH AVE ,11/28/2014,1
TROPICAL FISH MARKET,4234 W NORTH AVE ,06/06/2014,0
KIDDIE GARDEN LITTLE ANGELS,4235 S Kedzie AVE ,04/27/2011,4
CAMINO REAL,4235 W 63RD ST ,03/20/2013,3
BATOR & GROUP LLC,4235 W ARMITAGE AVE ,01/04/2013,0
ESTAR BIEN 2,4237 W 63RD ST ,10/19/2016,0
DOMINICK'S #153/2153,424 W DIVISION ST ,06/17/2014,0
AFC SUSHI @ DOMINICK'S #2153,424 W DIVISION ST ,06/10/2014,0
SAN LUIS FREEZE INC,4241 W ARMITAGE AVE ,08/09/2011,0
SAN LUIS FREEZE INC,4241 W ARMITAGE AVE ,08/09/2011,0
SAN LUIS FREEZE INC,4241 W ARMITAGE AVE ,08/09/2011,0
SAN LUIS FREEZE INC,4241 W ARMITAGE AVE ,08/09/2011,0
MAICO'S BAKERY,4242 S ARCHER AVE ,09/29/2015,2
FAMOSA BAKERY #2,4242 S ARCHER AVE ,08/12/2013,0
DADDY'S PIZZA,4242 W FULLERTON AVE ,09/26/2014,0
ECONOGAS,4244 S WENTWORTH AVE ,05/06/2011,2
CAPITOL CLUB,4244-48 N MILWAUKEE AVE ,05/21/2010,3
QUICKISS,4245 W ARMITAGE AVE ,04/24/2013,1
PATTI'S POPCORN,4246 W 47TH ST ,07/27/2012,5
LITTLE ANGELS  LEARNING CENTER,4247 N AUSTIN AVE ,12/09/2015,2
EL MORRO CAFE,4247 W ARMITAGE AVE ,07/18/2013,4
LA FIESTA,4248 S ARCHER AVE ,09/01/2016,2
BARBACOA EL PERICO,4248 S ASHLAND AVE ,03/09/2012,1
EL POTRO RESTAURANT,4248 S ASHLAND AVE ,10/04/2010,0
MR. CRAB/SR. CANGREJO,4248 S ASHLAND AVE ,10/04/2010,0
"MARISCOS EL SENOR OSTION, INC",4248 S ASHLAND AVE ,10/04/2010,0
MAMA'S GRILL & DELI COMPANY,4248 S COTTAGE GROVE AVE ,07/14/2017,1
BIG BABA'S STEAK & LEMONADE,4248 S COTTAGE GROVE AVE ,07/07/2017,0
MR HOT FISH & CHICKEN,4248 S COTTAGE GROVE AVE ,09/19/2013,2
TASTY BEEF AND MORE,4248 S COTTAGE GROVE AVE ,08/30/2012,1
TASTY BEEF AND MORE,4248 S COTTAGE GROVE AVE ,04/13/2011,0
REACH FOR THE STARS CHILD CARE,4248 S DR MARTIN L KING JR DR BLDG ,07/26/2010,1
NO. 1 CHINA EXPRESS,4248 S WENTWORTH AVE ,11/15/2017,0
"#1 CHINA EXPRESS, LTD.",4248 S WENTWORTH AVE ,02/22/2011,1
JOJO'S RESTAURANT INC,425 S CICERO AVE ,11/06/2014,1
ALABAMA KITCHEN INC.,425 S CICERO AVE ,06/07/2013,0
ALABAMA KITCHEN INC.,425 S CICERO AVE ,09/03/2013,0
MARINA BISTRO,4250 N MARINE DR ,07/28/2016,0
RAZON,4250 N MARINE DR ,08/12/2014,2
JAMAICA FOOD & LIQUOR INC,4250 S COTTAGE GROVE AVE ,05/08/2012,3
THE LEARNING CIRCLE,4250 W 63RD ST ,02/27/2014,3
JAMAICA FOOD & LIQUOR INC,4252 S COTTAGE GROVE AVE ,07/26/2013,2
"PALETERIA Y NEVERIA LULU, INC.",4253 1/2 W FULLERTON AVE ,08/03/2016,1
"PALETERIA Y NEVERIA LULU, INC.",4253 1/2 W FULLERTON AVE ,08/19/2013,3
NORTH SIDE BANQUETS,4253 N KEDZIE AVE ,09/10/2013,1
ARMITAGE COURTYARD CAFE,4255 W ARMITAGE AVE ,10/09/2014,3
KAN POU,4256 N WESTERN AVE ,08/08/2012,0
El Palmar Restaurant,4256 N WESTERN AVE ,08/08/2012,0
FIGARO'S BAR AND GRILL,4256 N WESTERN AVE ,07/16/2010,2
Mario's Tacos Corporation,4256 W FULLERTON AVE ,11/08/2013,1
"PUJRID, LTD",4256 W FULLERTON AVE ,01/26/2011,1
"LUCKY 7 FOODS, INC",4256 W FULLERTON AVE ,01/19/2011,0
MOROLEON FOODS #2 INC.,4257 S ROCKWELL ST ,07/14/2016,1
Goldblatt,4257 W Adams  (200S) ,04/14/2010,4
ANDY'S SNACK SHOP,4258 W DIVISION ST ,06/18/2010,3
Red Pepper's Lounge,426 E 87TH ST ,07/13/2012,0
NICK'S PALAPITA,4263 N MILWAUKEE AVE ,05/26/2016,0
LA PALAPITA,4263 N MILWAUKEE AVE ,10/23/2015,1
"FERAS FOOD & LIQUOR, INC.",4265 W CERMAK RD ,08/30/2012,0
"FERAS FOOD & LIQUOR, INC.",4265 W CERMAK RD ,08/23/2012,0
VERNON FOOD MART INC.,427 E 75TH ST ,02/25/2016,1
JAVA  THAI,4272 W IRVING PARK RD ,11/12/2015,1
MARATHON FUEL & MINI MART,43-57 N HOMAN BLVD ,12/30/2013,3
REMIS BARBQUE AND CHICKEN,430 N LARAMIE AVE ,10/08/2015,2
CRAWFORD'S CORNER,430 N LARAMIE AVE ,11/22/2010,1
K & K FISH,430 N LARAMIE AVE ,11/09/2010,0
UIC HALSTED NEWSTAND,430 S HALSTED ST ,12/05/2011,2
ROOSEVELT UNIVERSITY COFFEE SHOP,430 S MICHIGAN AVE ,05/22/2012,5
"ARAMARK EDUCATIONAL SERVICES, INC.",430 S MICHIGAN AVE ,10/25/2010,2
KOREAN AMERICAN COMMUNITY SER,4300 N CALIFORNIA AVE ,06/08/2015,2
REHMAN FOOD MART,4300 N KIMBALL AVE ,10/13/2011,0
FEED THE BEAST,4300 N LINCOLN AVE ,10/04/2012,0
JOHNNY'S HOT DOG EXPRESS,4300 N MILWAUKEE AVE ,05/08/2012,2
"CATCH 43 SHRIMP HOUSE, INC.",4300 S MICHIGAN AVE ,05/02/2013,3
BRONZEVILLE GOURMET PIZZERIA,4300 S MICHIGAN AVE ,03/28/2012,1
GUERNSEY BEL INC,4300 S MORGAN ST ,09/13/2012,0
NAPLES PIZZERIA,4300 S WESTERN AVE ,01/26/2012,4
NAPPLES PIZZERIA,4300 S WESTERN AVE ,01/19/2011,1
CATER-BIZ CHICAGO,4300 W LAKE ST ,01/08/2015,1
YASU CORPORATION,4300 W LAKE ST ,09/16/2013,0
KILDARE LIQUORS,4300 W LAWRENCE AVE ,01/19/2010,1
POCKETS,4301 N LINCOLN AVE ,06/09/2017,0
WHIPPLE STORE,4301 N WHIPPLE ST ,04/19/2011,1
JULIE'S GROCERY STORE,4301 N WHIPPLE ST ,04/19/2011,0
A J'S CORNER,4301 N WHIPPLE ST ,01/05/2010,1
SUPERMERCADO MARTINEZ,4301 S ARCHER AVE ,11/10/2014,0
LA INTERNATIONAL,4301 S ARCHER AVE ,05/07/2013,0
BUY LOW LIQUORS,4301 W NORTH AVE ,11/27/2015,1
DUNKIN DONUTS - BASKIN ROBBINS,4302 S ASHLAND AVE ,10/07/2011,1
LA HACIENDA GUANAJUATO,4304 S WESTERN AVE ,10/25/2010,0
BIRRERIA LA BARCA JAL,4304 W 26TH ST ,06/02/2011,3
POMERA BAKERY,4304-4306 N PULASKI RD ,04/11/2018,0
LADY BUG BOOK CAFE,4305 N KEDZIE AVE ,03/12/2013,3
BAKE FOR ME,4305 S HALSTED ST ,11/14/2011,5
MIS TACOS MEXICAN FOOD,4308 W MARQUETTE RD ,06/08/2012,2
TAQUERIA LA CANTERA,4309 S ROCKWELL ST ,04/25/2016,1
BULL & BEAR,431 N WELLS ST ,11/28/2012,5
"PUERTO VALLARTA, INC.",431 N WELLS ST ,06/09/2011,1
LOOK-IN  GROCERY & DELI,4310 W 16TH ST ,01/26/2012,3
STOP N LOOK FOOD & DELI,4310 W 16TH ST ,01/04/2012,0
MIDWEST GROCERY,4310 W 16TH ST ,04/09/2010,2
LILIW ORIENTAL STORE,4311 N KEDZIE AVE ,12/05/2012,0
CARNITAS Y TACOS LA INT'L,4311 S ARCHER AVE ,09/04/2013,4
LA FLOR DE MICHOACAN PALETERIA Y NEVERIA,4311 W 28TH ST ,06/27/2016,1
EL DULCE SABOR,4311 W 28TH ST ,04/24/2013,1
SHOTAY'S  B V D INC,4311 W 47TH ST ,10/07/2015,2
EL MICHOACANITO,4311-4315 N KEDZIE AVE ,07/14/2014,1
PONCE,4312 W FULLERTON AVE ,11/20/2014,3
LINCOLN KING DAY CARE,4314 S COTTAGE GROVE AVE ,03/12/2013,0
LINCOLN KING DAY CARE,4314 S COTTAGE GROVE AVE ,11/29/2012,1
DOLLAR EXPRESS STORES LLC,4314 S KEDZIE AVE ,12/18/2015,2
FAMILY DOLLAR  # 5287,4314 S KEDZIE AVE ,12/14/2015,0
COMMUNITY CARE OPERATOR,4314 S WABASH ,02/28/2012,3
CHEQUES PLACE,4315 N KEDZIE AVE ,05/10/2011,1
CAFE ON THE GROVE,4317 S COTTAGE GROVE AVE ,05/26/2015,2
LA BAGUETTE BAKERY,4319 - 4321 S ASHLAND AVE ,04/29/2015,2
DOLLAR TREE #5705,4319 S ARCHER AVE ,11/25/2014,1
4319 CITGO INC.,4319 W 47TH ST ,06/24/2011,2
CHICAGO TALENT DEVELOPMENT CHARTER,4319 W Washington ,03/05/2013,1
RANDEES FOOD STORE,4319-4321 N MILWAUKEE AVE ,07/09/2013,1
CHICAGO WINGZ AROUND THE WORLD #2,432 E 63RD ST ,10/11/2013,2
"ACE'S SOUL FOOD CAFE, INC.",432 E 63RD ST ,09/20/2012,1
87TH FISH CORP.,432 E 87TH ST ,01/28/2016,0
REZA'S RIVER NORTH,432 W ONTARIO ST ,05/07/2013,3
REZA'S ON ONTARIO,432 W ONTARIO ST ,06/14/2011,2
CHECKERS #6358,4320 W NORTH AVE ,08/22/2014,3
KENTUCKY FRIED CHICKEN,4320 W NORTH AVE ,11/04/2013,0
Zaytune Mediterranean Grill,4322 N WESTERN AVE ,05/03/2017,1
SIAM TASTE NOODLE,4323 W ADDISON ST ,05/12/2016,1
MUNCHERS,4326 W DIVISION ST ,05/09/2011,4
N & A FOOD MART,433 E 79TH ST ,08/17/2011,2
FORNO DIABLO,433 W DIVERSEY PKWY ,03/12/2013,0
TAVEONS GROCERIES,4335 W Madison ST ,04/12/2016,1
JACK'S BURGER,4335 W Madison ST ,01/24/2013,2
MY GIRLFRIENDS KITCHEN,4335 W Madison ST ,11/19/2013,0
Grubbs Grill,4335 W Madison ST ,02/06/2013,0
QUIZNOS SUBS,4336 S PULASKI RD ,11/02/2012,1
THE NORTHMAN,4337 N LINCOLN AVE ,06/20/2013,1
HEAVEN'S FOODS,4337 W MADISON ST ,11/19/2013,1
"FANTASY FOOD & TOBACCO, INC.",4337 W MADISON ST ,09/27/2010,3
TIE ME UP NOODLES,434 W DIVERSEY PKWY ,02/15/2012,1
WING WAH LAU RESTAURANT,4340 S ARCHER AVE ,03/28/2011,2
TASSSILI,4342 1/2 N ELSTON AVE ,09/04/2015,2
"POLFOOD, CORP.",4342 N CENTRAL AVE ,06/20/2011,0
MIKRUS RESTAURANT & DELI,4342 N CENTRAL AVE ,06/15/2011,0
RANCHO GRANDE NUTRITION,4342 S ASHLAND AVE ,12/02/2013,3
TEACH 21 DAY CARE,4343 N CLARENDON AVE ,01/07/2014,0
MINISTOP,4343 N CLARENDON AVE ,03/25/2013,0
CLARENDON MINI MART INC,4343 N CLARENDON AVE ,03/25/2013,0
BOARDWALK MARKET,4343 N CLARENDON AVE ,03/25/2013,0
MINI MART,4343 N CLARENDON AVE ,02/13/2013,0
CHALKBOARD,4343 N LINCOLN AVE ,09/13/2013,1
4343 PETES FRESH MARKET,4343 S PULASKI RD ,09/10/2014,3
La UNIKA DE MICHOACAM,4344 W 63RD ST ,06/18/2015,2
PALETERIA LA UNIKA,4344 W 63RD ST ,03/11/2014,1
MADRE MIA JUICE BAR AND VEGGIE CAFE,4344 W 63RD ST ,03/11/2014,0
MUSTAFA,4344 W 63RD ST ,01/24/2013,0
MUSTAFA,4344 W 63RD ST ,06/04/2013,0
KABAB KING GRILL,4344 W 63RD ST ,07/18/2012,1
PANCAKE HOUSE LAS 3 CHINAS,4344 W 63RD ST ,04/05/2012,0
IMPERIAL SHELL,4346 N WESTERN AVE ,01/15/2014,0
LA MICHOACANA,4346 S California AVE ,10/28/2013,1
Tachin Ice Cream,4346 S California AVE ,10/28/2013,0
KOKEERI MANDOO,4346 W LAWRENCE AVE ,07/09/2010,1
"ARCADIAN SUSHI, INC",4347 N HARDING AVE ,08/08/2014,2
"ARCADIAN SUSHI, INC",4347 N HARDING AVE ,12/10/2012,2
REMIX  CAFE,4347 N HARDING AVE ,08/03/2011,1
ELSTON GROCERS,4348 N ELSTON AVE ,07/22/2014,2
EL TIO CHAMOY,4348 S CALIFORNIA AVE ,02/21/2012,0
EL TIO CHAMOY,4348 S CALIFORNIA AVE ,02/21/2012,0
JUAN A MUNOZ,4349 S KEDZIE AVE ,12/04/2013,2
FRANKIE Z' CLARK BAR,435 N CLARK ST ,11/16/2012,0
FRANKIE Z'S CLARK BAR,435 N CLARK ST ,04/22/2010,2
FFT@Tribune LLC,435 N MICHIGAN AVE ,05/12/2014,3
DUNKIN DONUTS,4350 N CENTRAL AVE ,06/20/2016,2
ELSTON CHICKEN POULTRY,4350 N ELSTON AVE ,06/22/2011,3
NORTHSIDE GRILL,4351 N ELSTON AVE ,07/01/2013,2
"ONE STOP SHOP FOOD MART, INC.",4351 S COTTAGE GROVE AVE ,09/24/2013,2
KEY FOOD MARKET,4351 S COTTAGE GROVE AVE ,09/19/2013,0
PRICE,4351 S Drexel (900E) ,02/27/2012,1
SUBWAY,4351 W ARMITAGE AVE ,04/29/2010,6
CITGO,4351 W CERMAK RD ,05/06/2015,0
JOHN E'S,4352 S ASHLAND AVE ,10/04/2011,1
JUST TURKEY RESTAURANT,4353 S COTTAGE GROVE AVE ,02/10/2014,1
HAROLD'S CHICKEN #41B,4355 S COTTAGE GROVE AVE ,07/14/2015,1
HAROLD'S CHICKEN SHACK,4355 S COTTAGE GROVE AVE ,04/08/2013,2
CHICAGO'S BEST CHICKEN WAFFLES,4355 S COTTAGE GROVE AVE ,03/05/2013,0
KIM LONG RESTAURANT,4356 W ARMITAGE AVE ,03/24/2010,3
LITTLE RASCALS,4356 W BELMONT AVE ,07/07/2010,6
BELMONT KOSTNER UNION 76,4357 W BELMONT AVE ,08/24/2011,2
THE BAKED TOMATO,4358-4360 N ELSTON AVE ,05/19/2011,2
PAPA ROMEO'S PIZZA,4359 N PULASKI RD ,02/10/2016,0
"PULASKI CITGO GAS, INC.",4359 N PULASKI RD ,06/15/2015,0
BROWN'S CHICKEN & PASTA,4359 N PULASKI RD ,08/25/2014,1
JULIUS MEINL,4363 N LINCOLN AVE ,07/30/2012,5
PANADERIA GUATEMALTECA,4363 N MILWAUKEE AVE ,04/26/2010,1
LA MARGUARITA AUTHENTIC MEXICAN FOOD,4368 N MILWAUKEE AVE ,04/17/2015,1
437 RUSH,437 N RUSH ST ,08/07/2014,2
CHIPMUNKS,438 W DIVERSEY PKWY ,02/10/2012,3
FANNIE'S FAMOUS FRIED CHICKEN & HOMEMADE BISCUITS,439 E 79TH ST ,03/09/2017,0
HAROLDS FAMOUS FRIED CHICKEN,439 E 79TH ST ,05/22/2014,1
HAROLD'S CHICKEN,439 E 79TH ST ,10/17/2013,1
HAROLD'S CHICKEN,439 E 79TH ST ,02/13/2013,0
MILD SAUCE RESTAURANT,439 E 79TH ST ,02/13/2013,0
"GEN HOE 3 RESTAURANT,INC",439 E 79TH ST ,02/13/2013,0
ZENG'S KITCHEN INC.,439 E 79TH ST ,03/18/2010,3
LOU MALNATI'S PIZZERIA,439 N WELLS ST ,09/23/2014,0
HERO COFFEE BAR,439 S DEARBORN ST ,11/15/2013,4
GLOBE RESTAURANT,4393 N ELSTON AVE ,01/30/2012,1
TAXCO INC,4393 N ELSTON AVE ,02/09/2011,0
EUREST DINING SERVICES,440 S LA SALLE ST ,10/17/2017,0
EUREST DINING SERVICES,440 S LA SALLE ST ,10/17/2017,0
EUREST DINING SERVICES,440 S LA SALLE ST ,10/13/2017,0
The Buckingham Athletic Club,440 S LA SALLE ST ,06/12/2017,0
"REVEL  DOWNTOWN, LLC.",440 W RANDOLPH ST ,05/06/2014,3
TASTEE FREEZ,4400 S CALIFORNIA AVE ,09/27/2010,4
DELA LUZ SUPERMERCADO,4400 S HONORE ST ,07/26/2011,2
CLARK FOOD MART & DOLLAR PLUS,4401 N CLARK ST ,03/28/2011,1
CLARK FOOD MART,4401 N CLARK ST ,03/28/2011,0
