,business_name,address,inspection_date,years_alive
350,SAVE A LOT MARKET #24931,10700 S HALSTED ST ,10/11/2012,3
351,FAVIA CAFE & SWEETS SHOP,10701 S HALE AVE ,05/01/2012,0
352,GALLERY FOOD,10701 S WENTWORTH AVE ,02/14/2013,0
353,"GALLERY FOOD EXPRESS, INC",10701 S WENTWORTH AVE ,02/07/2013,0
354,"A.P. DELI RESTAURANT GROUP, INC.",10758 S MICHIGAN AVE ,02/25/2013,0
355,"A.P. DELI RESTAURANT GROUP, INC.",10758 S MICHIGAN AVE ,06/21/2012,1
356,HAROLD'S CHICKEN SHACK,108 E 47TH ST ,05/21/2013,2
357,HAROLD'S  CHICKEN SHACK,108 E 47TH ST ,07/02/2013,0
358,PARLOR PIZZA BAR,108 N GREEN ST ,06/18/2014,3
359,LATINICITY,108 N STATE ST ,02/27/2017,0
360,"BLOCK 37 CTA DONUTS INC.,",108 N STATE ST ,02/22/2016,1
361,GATEWAY NEWS STAND,108 N STATE ST ,10/31/2013,1
362,BEARD PAPA SWEETS CAFE,108 N STATE ST ,03/15/2013,0
363,ANDY'S FROZEN CUSTARD,108 N STATE ST ,11/14/2013,0
364,GATEWAY NEWSTANDS,108 N STATE ST ,09/04/2013,0
365,MERCADITO CHICAGO,108-110 W KINZIE ST ,10/04/2011,1
366,ELNORA'S HEALTH UNLIMI,10844 S HALSTED ST ,09/17/2012,0
367,WE SERVE FOOD MART INC.,10857 S HALSTED ST ,08/16/2016,1
368,HOT SPOT,10857 S HALSTED ST ,07/17/2013,0
369,HOT SPOT ON HALSTED INC,10857 S HALSTED ST ,07/17/2013,0
370,HOT SPOT,10857 S HALSTED ST ,07/15/2013,0
371,CANDY CITY & GENERAL MERCHANDISE,109 E 47TH ST ,02/28/2011,2
372,CITY GROCERY INC.,10910 S HALSTED ST ,07/03/2013,0
373,"ZHENG'S CHINA GARDEN, INC.",10912 S HALSTED ST ,09/17/2012,0
374,BON-TON FAMILY DINING,10914 S MICHIGAN AVE ,06/06/2014,3
375,EACH1 TEACH1 LEARNING ACADEMY INC.NFP,10926-10928 S WESTERN AVE ,04/19/2016,0
376,EACH 1 TEACH 1 LEARNING ACADEMY INC.,10926-28 S WESTERN AVE ,08/21/2014,1
377,SYMPHONY OF MORGAN PARK,10935 S HALSTED ST ,11/16/2017,0
378,BOO'S SOUL FOOD CAFE INC,10936 S VINCENNES AVE ,01/23/2012,0
379,ETHEL SOUL FOOD,10936 S VINCENNES AVE ,12/29/2011,1
380,SEE THRU KITCHEN,10939 S WESTERN AVE ,02/07/2012,0
381,NEW AGE CHILDREN'S PREPARATORY ACADEMY,10951 S MICHIGAN AVE ,08/04/2017,0
382,BUFFALO FEED THE PEOPLE RIB HOUSE INC,10953 S MICHIGAN AVE ,06/29/2012,2
383,PIER 37,10959 S DOTY AVE ,03/18/2013,1
384,WALDORF ASTORIA CHICAGO,11 E WALTON ST ,04/23/2014,1
385,ELYSIAN HOTEL CHICAGO,11 E WALTON ST ,02/14/2012,0
386,ELYSIAN HOTEL CHICAGO,11 E WALTON ST ,07/27/2010,2
387,THE WESTMINSTER HOT DOG,11 N WELLS ST ,01/09/2014,0
388,AWAKE WITH PEARL INC,11 W 26TH ST ,07/18/2013,0
389,GOLD COAST PIZZA COMPANY,11 W DIVISION ST ,03/25/2014,1
390,CHI-TOWN PIZZA,11 W DIVISION ST ,12/08/2010,2
391,BURGER KING #1308,110 E 95TH ST ,05/08/2013,2
392,BURGER KING #1308,110 E 95TH ST ,05/08/2013,0
393,BURGER KING #1308,110 E 95TH ST ,05/08/2013,0
394,BURGER KING #1303,110 E 95TH ST ,05/08/2013,0
395,BAR TOMA,110 E PEARSON ST ,07/12/2011,6
396,HUBBARD INN,110 W HUBBARD ST ,06/04/2012,2
397,EX LIBRIS SCIENCE DIGEST COFFEE,1100 E 57TH ST ,11/18/2011,1
398,T'S PAISANS PIZZA & GRILL II,1100-1102 W THORNDALE AVE ,11/10/2016,1
399,T'S PAISANS PIZZA & GRILL II,1100-1102 W THORNDALE AVE ,08/29/2012,0
400,PARK DOLLAR & FOOD,1101 N CALIFORNIA AVE ,09/15/2014,1
401,JIMMY JOHN'S-CANAL,1101 S CANAL ST ,01/26/2015,0
402,KIKKA-SOUTH LOOP,1101 S CANAL ST ,07/29/2010,0
403,"111TH FOOD MART, INC.",1101 W 111TH ST ,09/13/2016,2
404,ABERDEEN FOOD STORE,1101 W 111TH ST ,05/29/2014,0
405,A & S FOOD STORE,1101 W 111TH ST ,05/29/2014,0
406,BRYN MAWR DELI,1101 W BRYN MAWR AVE ,11/12/2010,2
407,FANNIE MAY CANDIES #103,1101 W JACKSON BLVD ,10/04/2012,0
408,PHIL'S PIZZA,1102 W 35TH ST ,03/31/2011,5
409,MANATIS CORP.,1102 W GRANVILLE AVE ,12/02/2016,0
410,SAM'S CHICKEN & RIBS,1102 W GRANVILLE AVE ,07/24/2015,0
411,SAMS CHICKEN & RIBS,1102 W GRANVILLE AVE ,09/11/2012,0
412,SAMS CHICHEN & RIBS,1102 W GRANVILLE AVE ,07/14/2011,1
413,SMACKERS,11028 S HALSTED ST ,08/26/2013,2
414,BREANNA'S GRILL,11028 S HALSTED ST ,08/26/2013,0
415,CHELSEA'S GOR-MET BARBQ,11028 S HALSTED ST ,08/26/2013,0
416,HERSHEY,11028 S HALSTED ST ,08/26/2013,0
417,SWEET TOOTH AND MORE,1103 S PULASKI RD ,05/26/2010,5
418,COUNCIL OAK MONTESSORI,11030 S LONGWOOD DR ,03/15/2010,8
419,CAFE UNIVERSITY-1104 S WABASH,1104 S WABASH AVE ,04/02/2013,3
420,1104 WABASH,1104 S WABASH AVE ,09/21/2010,3
421,"M.H.R.,L.L.C.",1104 S WABASH AVE ,08/16/2010,0
422,HALMIRS MEAT MARKET INC,1104 W GRANVILLE AVE ,09/24/2013,0
423,"Prijedor Market, Inc.",1104 W GRANVILLE AVE ,07/23/2012,1
424,VINCENZO'S,1104 W MADISON ST ,10/13/2015,1
425,PLUSH-CHICAGO,1104 W MADISON ST ,06/11/2012,0
426,PLUSH-CHICAGO,1104 W MADISON ST ,08/13/2010,2
427,THAI WOK,1104 W TAYLOR ST ,06/23/2014,1
428,ORANGE LEAF CHICAGO,11045 S KEDZIE AVE ,02/09/2015,1
429,LA PAPA'S,11055 S PULASKI RD ,11/19/2010,6
430,KRAZY KAKE HOUSE,11057 S HOMEWOOD AVE ,10/06/2015,1
431,THE FRENCH QUARTER BAKERY,11057 S HOMEWOOD AVE ,08/13/2012,2
432,PIZZERIA DEEPO,11057 S HOMEWOOD AVE ,05/11/2012,0
433,EXPRESS FOOD MART & CELLULAR,11058 S WENTWORTH AVE ,08/19/2014,0
434,EXPRESS FOOD MART & CELLULAR,11058 S WENTWORTH AVE ,03/07/2014,0
435,RED KIVA,1106-1108 W RANDOLPH ST ,10/09/2014,2
436,LEONA'S RESTAURANT,11060 S WESTERN AVE ,11/16/2016,2
437,"LEONA'S PIZZERIA, INC.",11060 S WESTERN AVE ,07/08/2014,0
438,DEPASADA RESTAURANT,1108 N ASHLAND AVE ,10/02/2013,2
439,TENDER DAY CARE CENTER INCORPO,1108 W ARGYLE ST ,04/24/2012,1
440,N K Express Pizzeria,1109 W BRYN MAWR AVE ,01/24/2012,0
441,FRANKO'S PIZZA EXPRESS,1109 W BRYN MAWR AVE ,01/24/2012,0
442,FRANKO'S PIZZERIA,1109 W BRYN MAWR AVE ,01/24/2012,0
443,FRANKO'S PIZZERIA,1109 W BRYN MAWR AVE ,01/24/2012,0
444,"BRYN MAWR TASTEE CORNER, INC.",1109 W BRYN MAWR AVE ,01/23/2012,0
445,THE BIG CHEESY,111 E 111TH ST ,10/25/2012,0
446,SAY GRACE RESTAURANT GROUP INC./LOVE TACO,111 E 51ST ST ,10/27/2017,1
447,HP CONVENIENT MART,111 E 51ST ST ,06/23/2014,1
448,HOULIHAN'S,111 E WACKER DR ,09/12/2014,2
449,CAFE DESCARTES,111 E WACKER DR ,06/09/2014,0
450,TOKYO LUNCH BOXES & CATERING,111 E WACKER DR ,12/04/2014,0
451,EASTERN LOBBY SHOP #4028,111 E WACKER DR ,10/21/2013,1
452,MACKELLYS,111 E WACKER DR ,10/10/2012,0
453,RISEN ROLL BAKERY,111 E WACKER DR ,06/04/2012,0
454,GUCKENHEIMER ENTERPRISES AT BA,111 E WACKER DR FL ,02/14/2012,1
455,SUTTON'S GENERAL STORE,111 N CANAL ST ,10/17/2014,0
456,AFC SUSHI @ MARSHALL FIELDS,111 N STATE ST ,10/26/2015,1
457,"SARAH'S PASTRIES & CANDIES, INC.",111 N STATE ST ,09/13/2012,2
458,USA FOOD MARKET,111 W 115TH ST ,10/23/2012,0
459,PERRY FOOD MART INC,111 W 115TH ST ,10/23/2012,0
460,USA FOOD MARKET,111 W 115TH ST ,10/16/2012,0
461,KAFENIO,111 W JACKSON BLVD ,04/12/2016,1
462,CITY PIZZA,111 W JACKSON BLVD ,01/08/2015,0
463,LAVAZZA,111 W JACKSON BLVD ,05/04/2015,0
464,TREAT SHOP,111 W JACKSON BLVD ,12/16/2014,1
465,65 ASIAN KITCHKEN,111 W JACKSON BLVD ,01/13/2014,0
466,FRESHII,111 W JACKSON BLVD ,12/17/2012,2
467,BRIAZZ,111 W JACKSON BLVD ,08/16/2010,2
468,OUICK STOP,111 W MONROE ST ,11/26/2014,0
469,ARAMARK SERVICES @ HARRIS BANK,111 W MONROE ST ,08/21/2013,0
470,ARAMARK SERVICES  INC-  HARRIS BANK,111 W MONROE ST ,04/17/2012,1
471,MID CITY CARDS & GIFTS,111 W MONROE ST ,04/20/2010,2
472,"TWIST & TWIRL, INC.",111 W NORTH AVE ,07/14/2011,3
473,111 CONCESSION SHOP,111 W WASHINGTON ST ,10/22/2012,2
474,TETE CHARCUTERIE,1110-1114 W RANDOLPH ST ,02/27/2014,2
475,"AB STATE PETROLEUM, INC.",11100 S STATE ST ,04/29/2013,0
476,CLARK,11100 S STATE ST ,10/21/2011,2
477,BARNEY'S PIZZERIA,11101 S HALSTED ST ,07/09/2015,2
478,SOUTH CHICAGO FOOD & DELI,11101 S MICHIGAN AVE ,02/11/2016,2
479,STOP AND SHOP,11101 S MICHIGAN AVE ,02/03/2016,0
480,HALSTED 1 STOP,11105 S HALSTED ST ,03/13/2014,2
481,AVERY FOODS INC,11106 S LONGWOOD DR ,10/26/2011,1
482,TRIPLE A SOULFOOD RESTAURANT,1111 W 79TH ST ,05/05/2011,2
483,TRIPLE A SOULFOOD RESTAURANT,1111 W 79TH ST ,08/23/2010,1
484,HING WANG,1111 W WILSON AVE ,04/27/2012,0
485,EXPRESS CORNER,1111 W WILSON AVE ,07/11/2012,0
486,ROKITO'S,1111 W WILSON AVE ,02/07/2012,0
487,"EXPRESS FAST FOOD CORNER , INC",1111 W WILSON AVE ,02/22/2011,1
488,ESTATE,1111-1113 W LAKE ST ,03/27/2017,0
489,S & E DINER,11117 S HALSTED ST ,06/26/2014,3
490,THE INDIA GRILL,1112 S WABASH AVE ,10/06/2010,1
491,CEDAR HOTEL CAFE,1112-1114 N STATE ST ,08/29/2011,4
492,CREATIVE PLAY HOUSE,11123 S HALSTED ST ,06/25/2012,0
493,VINH PHAT B.B.Q.,1113-1115 W ARGYLE ST ,02/21/2014,1
494,CUNA  SUPPER  CLUB,1113-1115 W BELMONT AVE ,12/04/2012,3
495,PACKING HOUSE,1113-1115 W RANDOLPH ST ,10/02/2015,1
496,PACKING HOUSE,1113-1115 W RANDOLPH ST ,09/19/2014,1
497,KENNY'S TURKEY,11130 S HALSTED ST ,11/21/2012,0
498,HIT THE SPOT FAST FOOD,11137 S VINCENNES AVE ,04/11/2013,2
499,DOCK'S,11137 S VINCENNES AVE ,12/06/2011,2
500,GILBERT WOODS,11138 S HALSTED ST ,09/22/2010,5
501,BITTERSWEET INC,1114 W BELMONT AVE ,10/01/2015,0
502,ROBERTS PACKING CO,1114 W RANDOLPH ST ,10/22/2013,1
503,BLUE SOUL RESTAURANT,11142 S HALSTED ST ,12/13/2016,1
504,INS MARKET,1115 W GRANVILLE AVE ,03/01/2016,0
505,KEVIN'S FISH AND CHICKEN CONNECTION,11155 S VINCENNES AVE ,03/30/2010,2
506,19 PAUL,11155-11157 S VINCENNES AVE ,07/26/2012,5
507,EURA'S LLC,11155-11157 S VINCENNES AVE ,07/25/2012,0
508,FINESSE CUISINE,1116 N KEDZIE AVE ,05/17/2013,0
509,JACK'S FISH  CHICKEN & MORE,1116 S KEDZIE AVE ,01/19/2016,0
510,A MEHOPOULOS & G POLYMENAKOS,1116 W ARGYLE ST ,02/23/2012,0
511,APOLLO'S RESTAURANT,1116 W ARGYLE ST ,02/23/2012,0
512,LAKE BREEZE RESTAURANT,1116 W THORNDALE AVE ,05/21/2012,1
513,"GRANVILLE DONUTS, INC. DBA DUNKIN DONUTS",1117 W GRANVILLE AVE ,10/13/2017,0
514,OGGI TRATTORIA,1118 W GRAND AVE ,07/10/2015,2
515,AGEES PIZZERIA & GRILL,1118 W WILSON AVE ,09/15/2014,1
516,HING WANG,1118 W WILSON AVE ,02/10/2012,0
517,TAQUERIA EL COPAL,1118 W WILSON AVE ,08/07/2012,0
518,KITH & KIN,1119-1121 W WEBSTER AVE ,05/19/2011,2
519,GRACIES,1119-1121 W WEBSTER AVE ,02/08/2011,0
520,KITH & KIN,1119-1121 W WEBSTER AVE ,07/16/2010,1
521,JERK CITY,112 E 71ST ST ,04/21/2016,1
522,TAURUS FLAVORS OF CHATHAM,112 E 71ST ST ,10/21/2014,0
523,ARISTA FOODS,112 N MAY ST ,01/13/2014,2
524,THE ART INSTITUTE OF CHICAGO,112 S MICHIGAN AVE ,01/28/2013,1
525,KENMARE CATERING AND EVENTS,112 S MICHIGAN AVE ,05/21/2013,0
526,UNIVERSITY FOD SYSTEMS,112 S MICHIGAN AVE ,10/08/2010,0
527,DOCK'S,112 W 87TH ST ,04/13/2012,0
528,I DREAM OF FALAFEL,112 W MONROE ST ,12/20/2013,1
529,EPIC,112-114 W HUBBARD ST ,09/19/2016,1
530,EPIC,112-114 W HUBBARD ST ,07/16/2013,0
531,EPIC,112-114 W HUBBARD ST ,08/23/2011,2
532,MOLADE' CHILD DEVELOPMENT CENTER,1120 N LAMON AVE ,08/20/2014,0
533,MOLADE' CHILD DEVELOPMENT CENTER,1120 N LAMON AVE ,08/13/2010,0
534,111TH STREET OTB,11203 S CORLISS AVE ,11/23/2010,1
535,SUBWAY,11213 S VINCENNES AVE ,03/19/2014,1
536,SUBWAY,11213 S VINCENNES AVE ,02/10/2012,2
537,MAY STREET GROCERIES,1122 W 63RD ST ,10/31/2016,1
538,NEIGHBORHOOD FOOD & LIQUOR,1122 W 63RD ST ,10/31/2016,0
539,NEIGHBORHOOD FOOD & LIQUOR,1122 W 63RD ST ,05/20/2013,3
540,KIKI RESTAURANT,1122 W 95TH ST ,06/13/2012,3
541,WONG YEE,1122 W 95TH ST ,06/13/2012,0
542,KI KI CHOP SUEY,1122 W 95TH ST ,06/13/2012,0
543,KIKI'S CHOP SUEY,1122 W 95TH ST ,06/13/2012,0
544,KIKI'S CHOP SUEY,1122 W 95TH ST ,12/23/2011,1
545,HIPPITY HOP TINY TOT'S INC.,11223 S HALSTED ST ,03/13/2014,1
546,"ARAMARK EDUCATIONAL SERVICES, LLC",1125 W LOYOLA AVE ,10/01/2013,0
547,LULU MINI MARKET INC,11250 S MICHIGAN AVE ,03/02/2018,0
548,ONE STOP SHOP FOOD MART,11250 S MICHIGAN AVE ,11/10/2016,0
549,DA FRESH MARKET,11250 S MICHIGAN AVE ,02/08/2016,0
550,"FRESH GROCERY, INC",11250 S MICHIGAN AVE ,09/08/2014,0
551,ZALESKI & HORVATH MARKETCAFE,1126 E 47TH ST ,05/20/2014,1
552,MOBILE 2 GO INCORPORATED,1126 W ARGYLE ST ,05/03/2016,0
553,CHIU QUON INC,1127 W ARGYLE ST ,03/06/2015,1
554,THE GODDARD SCHOOL CHICAGO,1127 W ARMITAGE AVE ,03/20/2013,2
555,SUBWAY,1129 N WESTERN AVE ,07/19/2010,6
556,KING OF THAI NOODLES AND RICE INC.,1129 W ARGYLE ST ,07/02/2015,0
557,PHO BAC NAM,1129 W ARGYLE ST ,02/15/2012,0
558,GRAND CHINA,1129 W THORNDALE AVE ,01/12/2016,0
559,GRAND CHINA EXPRESS,1129 W THORNDALE AVE ,01/12/2016,0
560,GRAND CHINA EXPRESS,1129 W THORNDALE AVE ,08/14/2013,0
561,"PANDA EXPRESS, INC",113 S CLINTON ST ,11/09/2015,0
562,MERCER 113,113-119 W HUBBARD ST ,03/20/2012,5
563,K & K FOOD & LIQUOR,1130 W 51ST ST ,12/07/2012,1
564,SEAWORLD FOOD MARKET INC,1130 W ARGYLE ST ,10/17/2016,0
565,COUNTRY FOOD,11300 S WENTWORTH AVE ,09/18/2017,0
566,ROSE FOOD MART,11300 S WENTWORTH AVE ,09/14/2017,0
567,TAQUERIA IGUALA,1131 W 18th ST ,11/07/2014,2
568,ARGYLE EL BAKERY AND DELI,1131 W ARGYLE ST ,07/18/2014,0
569,YOKOZUNA,1131 W BRYN MAWR AVE ,03/06/2015,0
570,LITTLE BABAS FAMOUS STEAK & LEMONADE,11315 S HALSTED ST ,01/16/2015,1
571,MISSISSIPPI SOUL FOOD,11318 S MICHIGAN AVE ,02/28/2013,2
572,KATE'S THAI KITCHEN,1132 N ASHLAND AVE ,02/03/2015,2
573,LA PASADITA,1132 N ASHLAND AVE ,10/18/2012,3
574,KIN SUSHI & THAI CUISINE,1132 N MILWAUKEE AVE ,10/13/2011,6
575,BELLY UP SMOKEHOUSE AND SALOON,1132 S WABASH AVE ,11/09/2017,0
576,JUST TURKEY,1132 W BRYN MAWR AVE ,04/02/2014,0
577,SOFIA'S PIZZA,1132 W TAYLOR ST ,08/01/2014,0
578,HAROLD'S CHICKEN,1132 W WILSON AVE ,03/05/2015,1
579,THE BLACK SHEEP,1132-1138 W GRAND AVE ,04/17/2012,0
580,MAY STREET MARKET,1132-1138 W GRAND AVE ,05/19/2011,0
581,TASTE THAT LLC,11322 S HALSTED ST BLDG ,01/19/2010,2
582,M   HENRIETTA,1133 W GRANVILLE AVE ,01/28/2011,3
583,JIMMY JOHN'S - TAYLOR,1133 W TAYLOR ST ,03/04/2015,0
584,NEW GUO HUI,11342 S MICHIGAN AVE ,09/01/2015,0
585,NEW TEA GARDEN RESTAURANT,11342 S MICHIGAN AVE ,07/03/2014,0
586,CHICAGO FOOD CLUB,11346 S MICHIGAN AVE ,04/20/2015,2
587,CHICAGO FOOD HUB INC.,11346 S MICHIGAN AVE ,06/20/2014,1
588,"SOUTH CHICAGO FOOD MART,INC",11346 S MICHIGAN AVE ,06/17/2014,0
589,ROSELAND FOOD PLUS,11346 S MICHIGAN AVE ,05/15/2013,0
590,GOGO FOOD PLUS INC,11346 S MICHIGAN AVE ,06/06/2012,1
591,PETE'S PIZZA & ITALIAN BEEF,11346 S MICHIGAN AVE ,06/06/2012,0
592,GO GO FISH & STEAK,11346 S MICHIGAN AVE ,06/06/2012,0
593,GO GO FISH & STEAK,11346 S MICHIGAN AVE ,06/06/2012,0
594,G-RODS STEAK HOUSE,11346 S MICHIGAN AVE ,06/04/2012,0
595,PROLOGUE EARLY COLL PREP,1135 N CLEAVER ,03/14/2014,3
596,JORDAN J & J,1135 W 51ST ST ,12/10/2013,1
597,JORDAN MINI MART #2 INC.,1135 W 51ST ST ,10/25/2010,3
598,HOT N JUICY,1135 W 51ST ST ,10/25/2010,0
599,SAMS DRIVE IN,1135 W 51ST ST ,10/25/2010,0
600,LEO'S BEEF,1135 W 51ST ST ,10/25/2010,0
601,SHORE EGG CO,1135 W FULTON MARKET ,06/17/2011,1
602,ALL SEASONS GOURMET INC.,1135 W GRAND AVE ,01/10/2011,2
603,THE COFFEE SHOP,1135 W SHERIDAN RD ,12/10/2015,2
604,IMLA'S II,1135-1137 W 51ST ST ,07/08/2014,1
605,ANCOLE POPEYE'S INC,11350 S HALSTED ST ,02/02/2018,0
606,PARKWOOD BAPTIST CHURCH,11355 S CENTRAL PARK AVE ,09/20/2010,1
607,RICE ASIAN KITCHEN,1136 W THORNDALE AVE ,09/27/2013,1
608,M KAFE,1136 W THORNDALE AVE ,05/21/2012,1
609,KING FISH & CHICKEN,1137 W 51ST ST ,10/27/2011,2
610,RED FISH & CHICKEN GRILL,1137 W 63RD ST ,09/26/2017,1
611,STEAK HOUSE & GRILL INC.,1137 W 63RD ST ,12/30/2013,1
612,STEAK HOUSE & GRILL INC.,1137 W 63RD ST ,12/30/2013,0
613,PIRATES FISH & CHICKEN,1137 W 63RD ST ,03/15/2012,0
614,JIMS ORIGINAL J TOWN,1137 W 63RD ST ,09/20/2011,1
615,63RD ST MAXWELL STREET,1137 W 63RD ST ,10/06/2011,0
616,JIMS ORIGINAL J TOWN,1137 W 63RD ST ,01/19/2010,1
617,CRAZY BIRD,1138 S CALIFORNIA AVE ,07/18/2014,2
618,TREAT YOURSELF LLC,1138 S CALIFORNIA AVE ,06/11/2013,1
619,GRANDDADDY & GRANDSON RESTAURANT,1138 S CALIFORNIA AVE ,11/16/2010,0
620,"LOVELY, TOO: A BAKE SHOP",1138 W BRYN MAWR AVE ,04/10/2017,0
621,FLOURISH BAKERY CAFE,1138 W BRYN MAWR AVE ,09/11/2012,0
622,CONFECTION DIVA INCORPORATED,1138 W BRYN MAWR AVE ,09/11/2012,0
623,KATHERINE ANNE CONFECTIONS,1138 W BRYN MAWR AVE ,07/25/2011,1
624,7-ELEVEN,1138 W WILSON AVE ,01/27/2011,2
625,RA SUSHI,1139 N STATE ST ,03/29/2016,2
626,BEN'S NOODLES & RICE,1139 W BRYN MAWR AVE ,05/16/2017,0
627,ROMAN BAKERY NO.2,1139 W BRYN MAWR AVE ,07/01/2013,0
628,FAIRWAYS,1139-1141 W ARMITAGE AVE ,11/05/2013,3
629,TACO BURRITO KING,114 W CHICAGO AVE ,07/28/2015,1
630,TAQUERIA EL NORTE,114 W CHICAGO AVE ,12/21/2011,1
631,SAHEJI'S GRILL & RESTAURANT,1140 W 76TH ST BLDG ,09/13/2012,4
632,BELHAVEN,11401 S OAKLEY AVE ,05/13/2011,2
633,BANANAS FOSTER CAFE,1141 - 1147 W GRANVILLE AVE ,09/24/2012,0
634,PICANTE'S AUTHENTACO,1141 N ASHLAND AVE ,05/03/2016,1
635,LA PASADITA,1141 N ASHLAND AVE ,04/02/2012,1
636,MCDONALDS,11421 S HALSTED ST ,11/30/2015,3
637,MARTA'S RESTAURANT,1143 N CALIFORNIA AVE ,11/22/2011,2
638,FRUIT ISLAND,1143 N WELLS ST ,07/29/2016,1
639,MIRLAN & SANAT,1143 N WELLS ST ,01/21/2015,1
640,CAFE CENTRAL ASIA,1143 N WELLS ST ,10/10/2014,1
641,PASSION CAFE,1143 N WELLS ST ,10/12/2012,1
642,EUPHRATES CAFE,1143 N WELLS ST ,10/24/2011,1
643,SHARKS FISH & CHICKEN,11436 S MICHIGAN AVE ,09/02/2016,1
644,"PRIMARY DAY CARE,INC",11439 S MICHIGAN AVE ,06/22/2012,0
645,KENTUCKY FRIED CHICKEN,1144 S WESTERN AVE ,05/08/2017,0
646,KENTUCKY FRIED CHICKEN 521049,1144 S WESTERN AVE ,04/18/2016,0
647,KENTUCKY FRIED CHICKEN 200 113,1144 S WESTERN AVE ,03/16/2010,1
648,RITA'S PLACE,1144 W 18TH ST ,05/15/2012,2
649,Canteen @ Truman College,1145 W WILSON AVE ,08/14/2015,0
650,CHINA COURT RESTAURANT,1146 N MILWAUKEE AVE ,10/21/2015,1
651,CHINA LITE ORIGINAL,1146 N MILWAUKEE AVE ,03/14/2012,1
652,MS AIDEE FOOD MART,1146 W 69TH ST ,08/23/2012,4
653,RUNWAY SUBMARINE,1146 W 69TH ST ,03/20/2012,0
654,ropa restaurant & wine bar,1146 W PRATT BLVD ,10/18/2013,0
655,Chicago Ice Cream Company,1146 W PRATT BLVD ,07/31/2012,1
656,CAFE SURON INC.,1146 W PRATT BLVD ,02/01/2010,2
657,RACINE MINI MART,1147 W 18TH ST ,11/09/2011,3
658,GAUDI CAFE,1147 W GRAND AVE ,02/06/2015,2
659,MEL MARKONS,1147 W GRAND AVE ,10/18/2013,0
660,CHICAGO CAFE CATERERS,1147 W GRAND AVE ,04/20/2012,1
661,VIVA JAVA INC,1147 W GRANVILLE AVE ,09/24/2012,1
662,Andersen,1148 N Honore ST ,05/02/2011,1
663,JIMMY JOHN'S GOURMET SUBS,1148 W WILSON AVE ,03/24/2011,4
664,SUBWAY SUBS AND SALADS,115 E 51ST ST ,01/18/2012,2
665,"HAIFA ON CLINTON, INC.",115 S CLINTON ST ,05/17/2016,2
666,HAYFA,115 S CLINTON ST ,04/28/2011,2
667,IL MULINO NEW YORK,1150 N DEARBORN ST ,07/06/2011,1
668,ARTIST'S CAFE,1150 S WABASH AVE ,08/23/2016,1
669,ARTISTS CAFE,1150 S WABASH AVE ,08/23/2016,0
670,EXPRESS,11501 S HALSTED ST ,04/15/2013,2
671,CHURCH'S CHICKEN # 1053,1151 S INDEPENDENCE BLVD ,02/09/2017,0
672,FRULLATI CAFE & BAKERY,1151 S STATE ST ,02/05/2015,0
673,SOUTH LOOP FITPLEX,1151 S STATE ST ,09/25/2014,0
674,EAT FIT,1151 S STATE ST ,06/02/2014,0
675,ACE ICRE WOOD STREET,1151 S WOOD ST ,11/30/2015,2
676,TAYLOR STREET FOOD & LIQUOR,1152 W TAYLOR ST ,02/27/2015,1
677,DANY'S TACO'S,11529 S MICHIGAN AVE ,03/27/2014,1
678,MR. FOOD,11529 S MICHIGAN AVE ,06/13/2012,1
679,WOODLAWN FOOD MARTKET,1153 E 95TH ST ,07/22/2011,3
680,"L&L ACADEMY AND PRESCHOOL LAKEVIEW 2, CORP.",1154 W BELMONT AVE ,02/17/2015,1
681,PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,03/28/2017,1
682,1154 FULTON MARKET,1154 W FULTON MARKET ,10/16/2014,0
683,MANNY'S TACOS & BURRITOS,11543 S MICHIGAN AVE ,02/04/2016,2
684,LA CIENEGA DGO,11545 S MICHIGAN AVE ,06/20/2012,0
685,LAS AMERICAS,1156 N PULASKI RD ,10/01/2014,1
686,LAS AMERICAS FOOD& LIQUOR INC.,1156 N PULASKI RD ,08/15/2012,1
687,JOSEFINA'S BAKERY,1156 W 18TH ST ,08/11/2014,2
688,EL PARAISO BAKERY,1156 W 18TH ST ,06/25/2010,1
689,BROTHERS FOOD & LIQUOR,1156 W 63RD ST ,01/21/2010,4
690,BUTTERFLY,1156 W GRAND AVE ,10/19/2010,4
691,THE ORIGINAL MAXWELL STREET & MORE,1157 W 47 TH ST ,04/23/2010,2
692,FAMILY FOOD,1158 W 51ST ST ,02/19/2013,0
693,TIFFANY'S FAMILY STORE,1158 W 87TH ST ,04/26/2012,0
694,"THE PEOPLES CORNER STORE, INC.",1158 W 87TH ST ,04/26/2012,0
695,BAR CASA BLANCA,1158 W GRAND AVE ,08/26/2016,1
696,THE GARAGE,116 N ABERDEEN ST ,12/08/2016,0
697,THE HAPPY LOBSTER LLC,116 N ABERDEEN ST ,04/10/2015,1
698,STARBUCKS COFFEE #11719,116 S HALSTED ST ,12/03/2015,0
699,"RAISE UP A CHILD DAY CARE, INC",116-126 E 113TH ST ,06/18/2012,5
700,ACADEMY OF EARLY EDUCATION,116-126 E 113TH ST ,03/01/2011,0
701,POPEYES FRIED CHICKEN,1160 N CLARK ST ,02/08/2011,4
702,TEA GSCHWENDNER,1160 N STATE ST ,09/13/2011,1
703,HONEY BEAR HAM CO,1160 W GRAND AVE ,12/16/2010,5
704,MICHIGAN CITGO,11600-11604 S MICHIGAN AVE ,08/14/2014,0
